DelayMinutes,Distance,ScheduledDuration,DepartureHour,DepartureDay,DepartureMonth,IsWeekend,Airline_Encoded,Origin_Encoded,Destination_Encoded,AircraftType_Encoded
30,0.6873255249125203,-0.36946810188883916,0.22049364731626153,4,1,0,2,4,1,2
0,-1.235597025931508,0.20044421313077682,0.9429352476264136,4,1,0,2,3,0,2
0,-1.539404492142925,-1.615547570321559,-0.06848299280779926,4,1,0,3,1,0,1
2,1.2746866262545933,-0.2245751404431741,1.2319118877504744,4,1,0,2,3,1,2
17,-0.8888990939020085,-1.673504754899825,-1.368877873366073,4,1,0,0,2,3,0
21,1.0971677538408633,0.3163585822873089,-0.06848299280779926,4,1,0,0,0,2,1
7,-0.20622584629753005,1.7073310121656937,-0.6464362730559209,4,1,0,1,1,1,2
4,0.12736666562088875,-0.7172112093584354,-0.9354129131799817,4,1,0,0,1,3,1
21,-1.0390157242652969,-0.8910827630932335,0.5094702874403223,4,1,0,1,2,2,1
26,-0.6589585410439556,-0.48538247104537124,-0.35745963293186006,4,1,0,3,4,2,1
19,-0.5529237783270295,-0.9104018246193222,1.5208885278745352,4,1,0,3,3,3,0
11,1.2913662518505142,-1.4030378935345835,1.6653768479365656,4,1,0,0,3,1,0
9,1.268729617113193,1.4465236815634965,1.3764002078125048,4,1,0,2,3,4,1
0,-1.6537790676578117,1.1567377586721663,-1.2243895533040425,4,1,0,1,0,4,0
0,0.039202930328163785,1.6783524198765607,1.6653768479365656,4,1,0,0,0,4,2
17,1.6892944624960566,0.6737612205199495,-0.5019479529938905,4,1,0,2,0,4,2
0,-0.7042318105185981,1.4368641508004523,-1.5133661934281033,4,1,0,0,3,1,0
0,1.7012084807788574,-0.3308299788366618,0.7984469275643832,4,1,0,2,3,1,0
6,-1.7157319627283751,-1.2871235243780514,-0.7909245931179513,4,1,0,3,3,3,1
11,-1.7062007481021346,-0.021724994419242975,0.22049364731626153,4,1,0,2,1,4,1
0,-0.2372022938328118,-0.05070358670837599,0.9429352476264136,4,1,0,2,1,3,2
7,-1.1021600211641405,0.3066990515242646,-0.5019479529938905,4,1,0,2,0,0,0
0,0.5729509493976338,-1.5672499165063372,-0.9354129131799817,4,1,0,2,3,2,1
29,-1.484600008042042,-1.5962285087954702,-0.35745963293186006,4,1,0,3,2,0,1
20,-0.21218285543893037,-0.3018513865475288,-1.2243895533040425,4,1,0,3,3,1,1
8,-0.7495050799932407,-0.07968217899750901,0.9429352476264136,4,1,0,0,1,1,2
20,-1.3654598252140353,-0.707551678595391,-0.7909245931179513,4,1,0,1,0,0,1
17,-0.2908153761054148,-1.4996332011650269,0.07600532725423113,4,1,0,2,4,0,2
14,0.8040829040839669,0.23908233618295419,-1.368877873366073,4,1,0,0,4,3,0
2,-0.17405799693396823,0.8669518357808362,0.6539586075023528,4,1,0,3,4,1,0
19,-0.8960475048716889,-1.2871235243780514,-0.06848299280779926,4,1,0,3,2,2,1
0,0.5503143146603126,-0.4177657557040609,-1.6578545134901337,4,1,0,1,2,4,0
13,-0.9889768474775341,-0.21491560968012977,-0.21297131286982968,4,1,0,1,3,1,0
22,0.9851759819825371,-1.4996332011650269,-0.7909245931179513,4,1,0,0,4,4,1
14,-1.0676093681440186,-1.2581449320889184,-1.2243895533040425,4,1,0,3,2,4,1
0,-1.7252631773546157,0.2197632746568655,1.6653768479365656,4,1,0,1,0,4,2
13,0.39185787149906365,-0.060363117471420334,-0.6464362730559209,4,1,0,1,1,1,1
18,-0.2872411706205746,-0.7172112093584354,0.6539586075023528,4,1,0,3,4,1,0
8,1.304471671961595,-0.7848279246997457,0.07600532725423113,4,1,0,1,1,1,2
9,0.7445128126699635,-0.07968217899750901,0.7984469275643832,4,1,0,0,2,0,2
12,1.4307602657592822,1.03116385875259,-1.368877873366073,4,1,0,0,0,3,2
0,1.2067767220426295,-0.7461898016475684,-1.2243895533040425,4,1,0,2,0,2,0
6,-0.4218695772162222,1.3499283739330532,-0.5019479529938905,4,1,0,3,2,3,1
8,-0.6994662032054778,-1.0069971322497655,1.6653768479365656,4,1,0,2,2,2,2
5,1.5796854942942906,0.15214655931555512,-1.2243895533040425,4,1,0,1,1,1,2
28,-1.414307300173518,0.7993351204395258,-0.21297131286982968,4,1,0,0,4,0,2
1,-1.4023932818907174,1.4658427430895853,1.3764002078125048,4,1,0,0,4,2,2
9,-1.5143850537490438,0.8379732434917032,0.5094702874403223,4,1,0,3,3,2,2
15,-1.6192284146376896,1.205035412487388,-1.368877873366073,4,1,0,3,3,0,1
21,-0.2360108920045317,0.23908233618295419,-0.21297131286982968,4,1,0,0,2,0,0
16,1.5201154028802872,0.8959304280699693,-0.9354129131799817,4,1,0,2,3,0,0
19,-1.3166123502545526,0.21010374389382117,-0.35745963293186006,4,1,0,1,4,3,0
24,1.2925576536787944,0.548187320600373,0.9429352476264136,4,1,0,2,2,1,0
4,-0.7792901257002424,-0.14729889433881937,1.5208885278745352,4,1,0,2,4,2,0
0,-0.052535010449401384,-1.0069971322497655,1.6653768479365656,4,1,0,1,4,0,2
6,1.197245507416389,-0.11832030204968637,0.07600532725423113,4,1,0,0,0,1,1
0,1.4688851242642442,1.3885664969852305,-1.0799012332420121,4,1,0,3,0,1,1
0,1.4927131608298456,-1.3450807089563175,1.6653768479365656,4,1,0,0,4,0,2
8,-0.037046786681760514,1.5817571122461174,-0.6464362730559209,4,1,0,1,4,1,1
20,-0.8245633951748849,0.2680609284720872,0.36498196737829197,4,1,0,1,0,3,0
11,-0.8019267604375636,-0.5723182479127703,0.22049364731626153,4,1,0,3,1,4,2
0,-0.4206781753879421,-1.01665666301281,-0.7909245931179513,4,1,0,3,2,0,1
26,-1.3559286105877948,0.8669518357808362,1.5208885278745352,4,1,0,2,3,1,1
0,1.3866783981129196,-0.5240205940975486,1.087423567688444,4,1,0,1,2,2,2
26,-0.843625824427366,-0.25355373273230714,-0.6464362730559209,4,1,0,2,0,0,0
17,1.3926354072543201,-1.01665666301281,-0.6464362730559209,4,1,0,2,3,1,0
0,-0.5707948057512305,-0.3308299788366618,1.5208885278745352,4,1,0,1,3,3,0
0,0.01894909924740264,-1.2388258705628297,1.5208885278745352,4,1,0,2,2,4,1
0,-0.91510993412417,0.21010374389382117,0.5094702874403223,4,1,0,1,1,0,2
29,0.433556935488866,-0.9393804169084552,1.2319118877504744,4,1,0,3,3,0,0
10,1.5999393253750518,-1.5672499165063372,0.36498196737829197,4,1,0,1,1,0,1
2,0.2679520813579367,-0.40810622494101656,-1.368877873366073,4,1,0,3,3,4,2
29,-0.26698733953981346,0.4709110744960183,0.6539586075023528,4,1,0,2,3,0,1
0,-1.0533125462046578,0.3453371745764419,-0.7909245931179513,4,1,0,1,2,2,0
14,-1.515576455577324,-0.5143610633345043,-1.2243895533040425,4,1,0,3,2,3,0
22,-1.7193061682132154,-0.4467443479931939,-1.368877873366073,4,1,0,0,4,1,1
5,1.1758002745073477,0.8379732434917032,-0.9354129131799817,4,1,0,1,4,0,0
0,1.6904858643243368,1.3209497816439202,-1.0799012332420121,4,1,0,2,4,3,2
23,1.7000170789505773,-0.36946810188883916,0.9429352476264136,4,1,0,0,0,3,0
27,-0.6470445227611549,0.9152494895960579,-1.368877873366073,4,1,0,0,1,3,1
0,0.5384002963775119,0.7993351204395258,-0.7909245931179513,4,1,0,3,1,2,1
27,-0.9103443268110497,1.0504829202786787,0.36498196737829197,4,1,0,3,0,2,0
0,0.08090199431796613,-0.25355373273230714,0.5094702874403223,4,1,0,3,2,1,1
15,1.2782608317394335,0.461251543732974,-0.6464362730559209,4,1,0,0,3,4,2
0,-0.4814396686302255,-0.3308299788366618,0.6539586075023528,4,1,0,0,2,4,0
0,-0.7959697512961632,1.5720975814830729,-0.35745963293186006,4,1,0,3,4,1,1
7,0.8171883241950476,-1.4609950781128496,0.5094702874403223,4,1,0,2,2,4,1
0,0.6182242188722764,1.118099635619989,0.5094702874403223,4,1,0,1,0,4,1
0,-0.6625327465287958,-1.422356955060672,1.6653768479365656,4,1,0,3,2,4,1
0,-1.1879409528003053,0.08452984397424475,1.2319118877504744,4,1,0,3,2,1,1
22,-0.6398961117914744,1.4368641508004523,-1.0799012332420121,4,1,0,2,3,3,1
9,1.3294911103554765,0.3066990515242646,-1.0799012332420121,4,1,0,0,1,4,0
17,-0.6339391026500741,0.0941893747372891,1.5208885278745352,4,1,0,0,4,3,1
25,-0.7661847055891616,-0.7655088631736571,-1.2243895533040425,4,1,0,3,4,1,1
0,-1.2606164643253894,-0.5240205940975486,0.6539586075023528,4,1,0,1,0,0,1
1,1.5153497955671669,-0.2825323250214401,-1.2243895533040425,4,1,0,0,3,3,2
6,1.5046271791126464,1.205035412487388,-0.35745963293186006,4,1,0,3,1,0,0
21,1.5510918504155689,-0.060363117471420334,-1.0799012332420121,4,1,0,2,1,4,0
6,-1.3678426288705954,-0.7848279246997457,0.9429352476264136,4,1,0,0,1,0,2
0,-1.4333697294259993,-0.3211704480736175,-0.06848299280779926,4,1,0,2,4,1,0
28,0.6813685157711199,-0.9586994784345438,0.22049364731626153,4,1,0,3,1,2,0
5,0.7862118766597659,1.3595879046960975,0.07600532725423113,4,1,0,3,4,3,2
1,-1.5322560811732446,-0.9876780707236769,0.7984469275643832,4,1,0,3,1,0,0
18,0.1428548893885296,-0.2728727942583958,-1.5133661934281033,4,1,0,3,4,2,2
16,0.3144167526608593,-0.8041469862258345,-0.35745963293186006,4,1,0,3,0,3,0
30,-1.1617301125781438,-1.7121428779520023,-1.5133661934281033,4,1,0,2,1,3,1
0,0.5526971183168727,-0.3501490403627505,-0.6464362730559209,4,1,0,2,2,1,0
7,-0.91630133595245,-0.5626587171497259,-0.7909245931179513,4,1,0,2,1,2,2
3,1.0685741099621417,-0.4274252864671052,-1.6578545134901337,4,1,0,0,2,3,1
25,0.25008105393373564,1.3982260277482748,-1.6578545134901337,4,1,0,1,2,0,2
0,-0.5624549929532701,0.8766113665438805,0.6539586075023528,4,1,0,0,3,0,0
11,-0.6267906916803937,0.5964849744155947,0.07600532725423113,4,1,0,0,3,4,0
0,-0.09065986895436354,0.7317184050982155,1.2319118877504744,4,1,0,0,1,4,2
14,1.4545883023248836,-0.9393804169084552,-1.6578545134901337,4,1,0,3,4,0,0
0,0.15238610401477015,0.2487418669459985,-1.6578545134901337,4,1,0,3,3,2,1
11,-0.862688253679847,-1.5286117934541599,-0.6464362730559209,4,1,0,3,1,3,2
23,1.5820682979508507,0.6544421589938607,1.3764002078125048,4,1,0,0,2,0,0
25,1.2973232609919148,1.5914166430091616,-1.0799012332420121,4,1,0,1,2,0,1
2,0.5848649676804345,-0.6978921478323467,-0.9354129131799817,4,1,0,0,1,2,0
10,0.38232665687282313,-1.0359757245388985,0.22049364731626153,4,1,0,1,3,4,1
14,-1.3642684233857554,-0.9200613553823666,0.6539586075023528,4,1,0,1,1,3,1
4,1.5439434394458886,0.036232190159023056,1.6653768479365656,4,1,0,3,1,1,0
2,-0.8043095640941237,-0.07968217899750901,0.6539586075023528,4,1,0,3,2,2,2
25,1.659509416789055,0.08452984397424475,0.5094702874403223,4,1,0,2,0,0,1
18,-1.2320228204466679,1.5334594584308956,-0.06848299280779926,4,1,0,3,3,4,2
6,-1.700243738960734,-0.19559654815404107,1.6653768479365656,4,1,0,0,4,0,1
25,0.6420522554378777,0.2970395207612202,-0.6464362730559209,4,1,0,1,0,1,1
0,0.931562899709934,1.2243544740134769,-0.35745963293186006,4,1,0,2,0,2,1
19,1.6273415674254932,-0.0024059328931542974,-1.0799012332420121,4,1,0,3,4,1,2
28,0.8505475753868895,1.3789069662221862,1.6653768479365656,4,1,0,2,4,1,1
26,-0.42663518452934246,-0.6109563709649477,0.7984469275643832,4,1,0,3,2,4,0
10,-1.5763379488196072,-0.2728727942583958,-0.5019479529938905,4,1,0,0,2,3,1
16,0.6539662737206784,0.5385277898373286,-0.9354129131799817,4,1,0,0,1,3,1
17,0.9017778540029324,-0.5336801248605929,-0.6464362730559209,4,1,0,0,2,3,1
24,1.5570488595569694,-1.4996332011650269,0.22049364731626153,4,1,0,2,2,1,1
10,-1.2498938478708688,-1.393378362771539,-1.368877873366073,4,1,0,3,4,3,0
23,1.3735729780018389,0.8379732434917032,1.2319118877504744,4,1,0,3,2,1,1
0,-1.1390934778408226,1.5720975814830729,-0.06848299280779926,4,1,0,3,2,0,0
6,1.56896287783977,0.6930802820460381,-1.6578545134901337,4,1,0,1,2,1,2
7,0.5646111365996733,0.2197632746568655,1.6653768479365656,4,1,0,0,1,0,0
0,0.556271323801713,-1.6638452241367807,0.9429352476264136,4,1,0,0,0,4,1
17,1.5022443754560861,1.3112902508808757,-1.0799012332420121,4,1,0,0,1,2,1
29,1.2985146628201947,0.22942280541990984,-0.21297131286982968,4,1,0,1,2,4,2
0,0.23697563382265494,1.0794615125678118,0.7984469275643832,4,1,0,0,2,1,2
11,1.3056630737898751,1.6976714814026495,0.9429352476264136,4,1,0,2,0,3,0
29,0.20004217714597283,1.6783524198765607,0.36498196737829197,4,1,0,0,4,0,2
0,-0.7542706873063609,-0.5047015325714599,-0.21297131286982968,4,1,0,2,1,4,2
15,0.03205451935848338,-1.2871235243780514,-0.6464362730559209,4,1,0,0,3,1,2
0,0.6372866481247574,1.6976714814026495,-1.5133661934281033,4,1,0,1,4,3,0
13,0.5610369311148332,1.2919711893547872,-0.35745963293186006,4,1,0,3,4,2,2
0,-0.9532347926291321,1.3982260277482748,1.087423567688444,4,1,0,3,3,4,0
9,-1.2022377747396662,0.20044421313077682,1.2319118877504744,4,1,0,0,2,3,1
0,-0.2157570609237706,0.606144505178639,-0.6464362730559209,4,1,0,0,0,2,1
10,0.558654127458273,1.2340140047765211,0.6539586075023528,4,1,0,3,0,4,2
12,1.6523610058193747,-0.20525607891708542,0.5094702874403223,4,1,0,2,1,0,2
0,0.6706458993165993,-1.0069971322497655,-0.06848299280779926,4,1,0,2,4,4,0
26,-0.12282771831792534,0.49023013602210697,-0.5019479529938905,4,1,0,0,3,2,2
8,-1.5930175744155282,-1.3740593012454505,-0.21297131286982968,4,1,0,2,0,3,0
20,-0.8686452628212473,1.4078855585113192,-1.2243895533040425,4,1,0,3,1,2,1
19,-0.878176477447488,-1.1712091552215194,0.36498196737829197,4,1,0,0,3,1,2
6,1.4116978365068011,-0.23423467120621844,0.7984469275643832,4,1,0,2,0,1,0
11,0.6206070225288365,-0.9007422938562778,0.22049364731626153,4,1,0,2,4,3,1
10,-1.0652265644874583,-0.38878716341492786,-0.6464362730559209,4,1,0,3,0,0,0
0,-1.4857914098703222,-0.012065463656198636,-1.2243895533040425,4,1,0,1,2,4,1
8,-0.36587369128705904,-1.644526162610692,1.2319118877504744,4,1,0,3,3,1,0
17,-0.7268684452559193,1.4658427430895853,1.087423567688444,4,1,0,0,0,4,1
11,0.9470511234775749,0.8283137127286588,0.7984469275643832,4,1,0,0,4,4,1
25,-1.111691235790381,0.036232190159023056,-0.9354129131799817,4,1,0,3,2,4,1
4,1.107890370295384,-1.0263161937758543,-0.5019479529938905,4,1,0,2,0,3,2
0,-0.41710396990310195,1.5720975814830729,-1.0799012332420121,4,1,0,3,2,1,1
18,-0.9008131121848092,-0.2728727942583958,1.087423567688444,4,1,0,3,1,0,1
3,-1.0509297425480977,1.6783524198765607,0.9429352476264136,4,1,0,1,0,2,0
0,-0.20146023898440976,1.6107357045352504,-0.7909245931179513,4,1,0,2,4,0,1
0,-1.0128048840431354,1.4948213353787183,-0.9354129131799817,4,1,0,2,3,4,1
15,1.6261501655972133,1.5817571122461174,-1.2243895533040425,4,1,0,1,1,4,0
18,0.8136141187102074,0.15214655931555512,1.2319118877504744,4,1,0,3,1,1,1
17,-0.2217140700651709,0.37431576686557494,1.3764002078125048,4,1,0,3,0,4,2
1,-0.6565757373873954,-0.5626587171497259,-0.9354129131799817,4,1,0,2,3,3,2
7,-0.6506187282459951,0.6641016897569051,0.07600532725423113,4,1,0,2,0,2,1
28,1.429568863931002,0.2197632746568655,1.5208885278745352,4,1,0,0,1,4,1
6,1.1900970964467086,-1.5286117934541599,-1.2243895533040425,4,1,0,0,3,3,1
3,0.6873255249125203,-0.5819777786758147,0.22049364731626153,4,1,0,2,3,0,2
9,0.4252171226909055,0.0941893747372891,-1.368877873366073,4,1,0,3,0,1,0
14,1.6881030606677767,-1.0552947860649873,1.6653768479365656,4,1,0,1,1,2,0
5,1.4903303571732855,-0.2921918557844845,-1.2243895533040425,4,1,0,0,1,1,1
17,0.5050410451856701,-1.3450807089563175,0.07600532725423113,4,1,0,3,0,3,1
23,0.2953543234083782,0.6254635667047277,-0.9354129131799817,4,1,0,2,4,4,2
5,-0.6303648971652339,-0.7461898016475684,-1.2243895533040425,4,1,0,2,4,0,1
15,0.2596122685599762,0.23908233618295419,-1.368877873366073,4,1,0,2,3,3,0
19,-0.19192902435816925,0.8572923050177919,1.6653768479365656,4,1,0,2,1,0,1
2,0.35135020933754135,0.4129538899177523,0.7984469275643832,4,1,0,0,1,4,0
2,-1.5942089762438083,1.659033358350472,-0.5019479529938905,4,1,0,2,1,2,2
27,0.6920911322256406,-1.4320164858237165,-0.5019479529938905,4,1,0,0,0,0,0
0,0.7409386071851233,-0.8910827630932335,0.6539586075023528,4,1,0,3,0,1,0
14,-1.7240717755263355,-1.5769094472693816,-1.5133661934281033,4,1,0,2,3,3,0
3,-1.5429786976277653,-0.15695842510186372,1.6653768479365656,4,1,0,0,4,0,0
1,-0.6065368605996326,0.27772045923513156,0.7984469275643832,4,1,0,2,4,2,1
0,-0.3777877095698597,-0.9973376014867212,0.7984469275643832,4,1,0,2,1,4,0
8,1.6130447454861325,-0.7558493324106127,1.5208885278745352,4,1,0,3,2,1,1
1,0.7969344931142864,-0.37912763265188354,-1.2243895533040425,4,1,0,1,0,4,1
10,1.659509416789055,0.11350843626337777,-0.5019479529938905,4,1,0,2,0,1,0
13,-1.2213002039921472,-1.422356955060672,-1.5133661934281033,4,1,0,2,0,3,2
0,-1.1760269345175047,0.8379732434917032,-0.9354129131799817,4,1,0,1,0,4,1
0,-0.16333538047944762,-0.2728727942583958,-1.368877873366073,4,1,0,2,0,4,2
26,1.3140028865878355,-0.9973376014867212,0.5094702874403223,4,1,0,3,1,0,2
13,0.8684186028110905,1.1277591663830333,0.36498196737829197,4,1,0,0,4,2,0
0,-0.7149544269731187,-0.8524446400410561,-0.21297131286982968,4,1,0,3,1,2,0
3,-0.6958919977206376,1.2243544740134769,-0.5019479529938905,4,1,0,3,2,3,0
4,-0.053726412277681455,-1.2581449320889184,-1.5133661934281033,4,1,0,0,1,0,0
1,-0.20860864995409018,-1.2871235243780514,1.087423567688444,4,1,0,0,2,1,0
22,0.397814880640464,-1.30644258590414,1.5208885278745352,4,1,0,3,4,4,0
11,1.0864451373863429,0.5095491975481957,0.9429352476264136,4,1,0,3,0,3,1
18,-0.7006576050337578,-0.35980857112579484,-0.7909245931179513,4,1,0,3,1,2,0
1,0.8493561735586094,-0.7655088631736571,-0.06848299280779926,4,1,0,1,2,3,0
0,1.4510140968400433,0.7703565281503928,-0.6464362730559209,4,1,0,3,2,1,0
30,0.6027359951046355,-0.8331255785149675,-0.9354129131799817,4,1,0,1,2,4,2
0,0.7981258949425666,1.4465236815634965,1.3764002078125048,4,1,0,2,0,2,1
12,0.061839565065485054,1.1953758817243438,0.9429352476264136,4,1,0,2,4,1,1
26,0.13094087110572894,-0.5336801248605929,-0.5019479529938905,4,1,0,2,1,3,2
21,-0.05849201959080172,-0.7172112093584354,0.22049364731626153,4,1,0,3,3,4,2
1,0.8886724338918516,0.007253597869890042,0.5094702874403223,4,1,0,2,2,2,2
18,-1.3082725374565922,1.659033358350472,-0.21297131286982968,4,1,0,3,1,3,1
5,1.6571266131324949,0.37431576686557494,1.5208885278745352,4,1,0,0,0,2,0
0,1.5939823162336513,1.0987805740939003,1.6653768479365656,4,1,0,1,0,4,0
24,-1.6490134603446913,1.089121043330856,-1.5133661934281033,4,1,0,0,1,0,0
22,0.2012335789742529,1.3306093124069645,1.2319118877504744,4,1,0,1,2,2,1
18,-0.3599166821456587,1.7073310121656937,0.5094702874403223,4,1,0,3,4,4,2
3,0.6527748718923984,1.118099635619989,1.2319118877504744,4,1,0,3,2,2,1
11,-0.40876415710514147,1.601076173772206,1.2319118877504744,4,1,0,1,1,1,0
0,0.6873255249125203,-0.8331255785149675,-1.5133661934281033,4,1,0,2,2,1,1
11,0.10711283454012761,0.055551251685111734,-1.2243895533040425,4,1,0,1,2,2,0
15,-1.3892878617796367,0.9538876126482353,1.6653768479365656,4,1,0,1,0,4,1
15,0.24293264296405526,0.5578468513634174,-1.368877873366073,4,1,0,1,0,0,0
7,-0.37540490591329956,1.3112902508808757,-0.6464362730559209,4,1,0,1,2,3,2
0,-1.3118467429414322,1.7363096044548267,-0.6464362730559209,4,1,0,3,3,3,2
18,0.3894750678425035,-0.9973376014867212,-0.35745963293186006,4,1,0,2,2,3,1
17,0.46095917753930754,1.7073310121656937,-1.5133661934281033,4,1,0,2,2,4,2
17,0.07613638700484586,-0.041044055945331656,0.9429352476264136,4,1,0,3,3,3,0
1,1.1722260690225077,0.5288682590742844,-1.6578545134901337,4,1,0,3,1,2,2
13,0.7600010364376044,0.22942280541990984,0.7984469275643832,4,1,0,2,3,0,1
7,0.4740645976503883,-1.1229115014062976,1.5208885278745352,4,1,0,2,1,4,2
22,-1.0449727334066974,-0.649594494017125,0.9429352476264136,4,1,0,3,0,4,0
9,-1.1903237564568654,1.1857163509612993,1.6653768479365656,4,1,0,2,0,2,1
0,-1.5858691634458477,1.5334594584308956,-0.06848299280779926,4,1,0,3,1,2,2
0,-0.8376688152859656,-1.731461939478091,0.9429352476264136,4,1,0,2,2,3,0
0,0.4967012323877095,0.36465623610253056,1.087423567688444,4,1,0,1,2,2,1
0,1.5963651198902116,1.147078227909122,-1.5133661934281033,4,1,0,2,2,4,1
24,1.3449793341231173,1.6783524198765607,-1.368877873366073,4,1,0,0,3,4,2
7,1.03878906425514,-0.8717637015671448,1.087423567688444,4,1,0,0,0,2,2
20,0.9410941143361746,-0.21491560968012977,-0.21297131286982968,4,1,0,0,2,4,1
9,-1.731220186496016,-1.4126974242976278,0.9429352476264136,4,1,0,0,0,2,0
0,0.4835958122766288,-1.1712091552215194,-0.9354129131799817,4,1,0,0,4,2,2
0,1.358084754234198,0.16180609007859947,1.3764002078125048,4,1,0,2,2,1,1
0,-1.4953226244965627,-0.15695842510186372,0.9429352476264136,4,1,0,2,1,2,0
25,0.788594680316326,0.7800160589134372,-1.0799012332420121,4,1,0,2,2,2,2
0,-0.21337425726721043,1.2243544740134769,-1.0799012332420121,4,1,0,2,1,3,0
0,-0.43497499732730294,-0.8814232323301892,-1.2243895533040425,4,1,0,0,3,2,2
0,-0.950851988972572,-0.9876780707236769,-0.9354129131799817,4,1,0,3,3,3,0
26,0.9816017764976969,1.002185266463457,-1.368877873366073,4,1,0,1,2,0,2
28,0.18455395337833197,-0.1279798328127307,0.6539586075023528,4,1,0,0,3,0,1
25,1.3128114847595556,1.3209497816439202,0.9429352476264136,4,1,0,3,3,3,2
24,1.2734952244263134,0.21010374389382117,1.5208885278745352,4,1,0,1,0,2,2
0,-0.33251444009521713,0.9345685511221465,0.36498196737829197,4,1,0,0,0,4,2
24,-0.5767518148926309,-0.10866077128664203,1.3764002078125048,4,1,0,3,3,3,0
9,-0.30392079621649554,-0.16661795586490805,0.9429352476264136,4,1,0,1,3,0,2
16,0.9625393472452158,0.37431576686557494,0.6539586075023528,4,1,0,1,4,1,1
10,-1.608505798183169,-1.0359757245388985,-1.5133661934281033,4,1,0,1,2,2,2
0,1.3497449414362377,-0.5626587171497259,0.36498196737829197,4,1,0,3,0,4,0
15,1.5177325992237272,0.5675063821264617,-0.35745963293186006,4,1,0,0,0,4,1
19,0.754044027296204,0.51920872831124,-1.2243895533040425,4,1,0,3,3,3,0
27,-1.2022377747396662,0.6158040359416834,0.22049364731626153,4,1,0,0,3,3,2
28,1.21154232935575,-0.9104018246193222,-0.7909245931179513,4,1,0,0,1,1,2
0,0.15476890767133028,-0.9490399476714995,1.087423567688444,4,1,0,1,2,1,1
0,0.22387021371157417,1.4078855585113192,0.9429352476264136,4,1,0,1,0,4,1
2,-1.7157319627283751,0.9828662049373683,-0.21297131286982968,4,1,0,0,4,1,0
22,0.2631864740448164,-0.3308299788366618,1.3764002078125048,4,1,0,3,0,4,2
25,1.5820682979508507,-0.26321326349535146,0.07600532725423113,4,1,0,0,0,3,2
17,0.18097974789349178,-1.5672499165063372,-0.9354129131799817,4,1,0,2,3,3,1
6,0.1976593734894127,1.002185266463457,1.2319118877504744,4,1,0,0,1,4,0
0,1.3795299871432394,-0.9780185399606325,-0.6464362730559209,4,1,0,3,0,0,0
0,0.0677965742068854,0.0941893747372891,-0.21297131286982968,4,1,0,1,0,3,1
0,0.5074238488422301,0.11350843626337777,0.36498196737829197,4,1,0,0,3,0,1
2,1.6738062387284158,0.33567764381339754,1.2319118877504744,4,1,0,0,0,0,2
23,-1.537021688486365,-0.48538247104537124,-0.6464362730559209,4,1,0,2,0,2,0
7,1.180565881820468,-0.09900124052359768,-0.5019479529938905,4,1,0,2,0,3,0
14,0.1940851680045725,-1.190528216747608,-0.9354129131799817,4,1,0,1,1,4,2
26,0.612267209730876,-1.1229115014062976,-0.21297131286982968,4,1,0,3,2,0,2
0,1.287792046365674,-1.3740593012454505,0.36498196737829197,4,1,0,2,0,0,1
0,-1.0437813315784172,-1.2291663397997854,-1.368877873366073,4,1,0,0,4,4,2
14,-1.201046372911386,-0.6302754324910363,-0.6464362730559209,4,1,0,1,0,4,0
26,-1.2915929118606713,-0.8234660477519231,1.2319118877504744,4,1,0,0,1,4,2
13,-0.009644544631318969,-0.8234660477519231,1.3764002078125048,4,1,0,2,1,4,2
11,-1.5143850537490438,1.3306093124069645,1.2319118877504744,4,1,0,1,4,3,0
24,1.3926354072543201,-0.46606340951928255,0.36498196737829197,4,1,0,0,3,0,2
0,-0.30392079621649554,1.2146949432504324,-1.5133661934281033,4,1,0,1,2,0,1
0,0.07375358334828573,-1.074613847591076,-1.0799012332420121,4,1,0,2,0,1,2
1,-0.4421234082969833,0.3936348283916636,0.7984469275643832,4,1,0,0,1,1,0
18,1.57015427966805,1.4175450892743635,0.9429352476264136,4,1,0,0,1,1,0
0,-1.0771405827702591,-0.40810622494101656,-1.6578545134901337,4,1,0,3,0,1,2
6,-1.1748355326892246,1.3016307201178314,-0.7909245931179513,4,1,0,0,1,2,1
0,0.38351805870110317,-1.586568978032426,-0.06848299280779926,4,1,0,0,3,3,2
0,-1.286827304547551,0.15214655931555512,0.9429352476264136,4,1,0,2,4,1,1
30,1.4176548456482014,0.6641016897569051,0.5094702874403223,4,1,0,1,0,0,0
15,-1.6335252365770505,-1.6541856933737362,1.2319118877504744,4,1,0,1,1,2,1
11,1.1746088726790678,0.10384890550033343,0.36498196737829197,4,1,0,3,4,4,0
10,0.39185787149906365,1.4561832123265408,1.087423567688444,4,1,0,1,4,1,0
27,-1.3511630032746744,-0.5143610633345043,-0.6464362730559209,4,1,0,1,1,0,0
3,1.1686518635376675,-0.9393804169084552,0.5094702874403223,4,1,0,3,1,3,1
0,0.6360952462964774,-0.9973376014867212,0.36498196737829197,4,1,0,2,0,1,0
13,-1.164112916234704,1.1663972894352108,0.7984469275643832,4,1,0,2,4,4,0
1,0.9196488814271334,-0.37912763265188354,-0.35745963293186006,4,1,0,0,4,2,2
14,1.0542772880227809,-1.731461939478091,0.7984469275643832,4,1,0,3,0,4,2
26,-0.2514991157721726,0.007253597869890042,0.22049364731626153,4,1,0,2,2,3,2
0,-0.28485836696401445,-1.5479308549802486,-0.5019479529938905,4,1,0,0,0,2,1
