FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
4924,Delta,3067,JFK,SFO,01/05/2024 16:43,9/1/2024 16:59,01/05/2024 20:01,9/1/2024 18:48,5,Air Traffic Control,True,True,Airbus A320,N75281,2033
4925,United,4468,ATL,MIA,01/05/2024 03:35,9/1/2024 3:46,01/05/2024 10:25,9/1/2024 5:27,-8,,True,True,Airbus A320,N20329,2841
4926,American Airlines,3984,DFW,SEA,01/05/2024 21:21,9/1/2024 21:21,01/06/2024 03:35,9/1/2024 22:33,12,Maintenance,False,False,Boeing 737,N97569,274
4927,Southwest,2599,JFK,SFO,01/05/2024 07:49,9/1/2024 8:18,01/05/2024 09:41,9/1/2024 10:46,-3,,True,True,Boeing 737,N18360,1731
4928,United,2765,ORD,BOS,01/05/2024 23:00,9/1/2024 23:22,01/06/2024 00:45,9/2/2024 1:55,-5,,False,True,Boeing 737,N61623,1061
4929,American Airlines,7862,LAX,SFO,01/05/2024 08:16,9/1/2024 8:23,01/05/2024 09:31,9/1/2024 13:23,7,Weather,True,True,Boeing 777,N96501,607
4930,United,4077,ATL,JFK,01/05/2024 14:05,9/1/2024 14:31,01/05/2024 18:45,9/1/2024 18:08,3,Air Traffic Control,False,False,Boeing 777,N92749,1896
4931,Southwest,1039,JFK,SFO,01/05/2024 10:10,9/1/2024 10:29,01/05/2024 13:56,9/1/2024 12:16,6,Air Traffic Control,False,True,Boeing 777,N70858,2149
4932,Southwest,7316,LAX,MIA,01/05/2024 22:56,9/1/2024 23:10,01/06/2024 02:14,9/2/2024 3:49,-7,,False,False,Boeing 777,N14530,1038
4933,American Airlines,3476,ORD,MIA,01/05/2024 07:37,9/1/2024 7:50,01/05/2024 12:07,9/1/2024 12:45,8,Maintenance,True,True,Boeing 777,N59839,2969
4934,Southwest,2818,ATL,JFK,01/05/2024 16:21,9/1/2024 16:35,01/05/2024 22:53,9/1/2024 21:34,13,Maintenance,False,True,Airbus A320,N47829,2925
4935,United,9612,ATL,SFO,01/05/2024 11:42,9/1/2024 12:06,01/05/2024 16:06,9/1/2024 15:48,6,Weather,True,True,Boeing 777,N28365,289
4936,Delta,5983,ORD,BOS,01/05/2024 11:38,9/1/2024 12:05,01/05/2024 13:15,9/1/2024 16:58,20,Weather,False,True,Airbus A320,N73170,326
4937,American Airlines,4111,DFW,JFK,01/05/2024 11:31,9/1/2024 11:42,01/05/2024 13:42,9/1/2024 13:52,21,Maintenance,False,False,Airbus A320,N82005,1912
4938,American Airlines,4623,DFW,SFO,01/05/2024 21:57,9/1/2024 22:02,01/06/2024 02:55,9/2/2024 2:54,-3,,True,False,Boeing 737,N26175,1388
4939,Delta,1037,DFW,SEA,01/05/2024 00:26,9/1/2024 0:34,01/05/2024 06:07,9/1/2024 3:22,-4,,False,False,Airbus A320,N14154,1318
4940,Southwest,1416,ORD,SFO,01/05/2024 03:56,9/1/2024 3:57,01/05/2024 10:19,9/1/2024 7:12,16,Weather,False,True,Airbus A320,N29896,338
4941,American Airlines,8231,JFK,SFO,01/05/2024 16:00,9/1/2024 16:21,01/05/2024 20:32,9/1/2024 18:15,15,Maintenance,False,False,Boeing 737,N88153,255
4942,Southwest,305,DFW,MIA,01/05/2024 18:44,9/1/2024 19:09,01/05/2024 23:22,9/1/2024 21:55,11,Weather,False,True,Boeing 737,N72875,2966
4943,Delta,6951,DFW,MIA,01/05/2024 15:07,9/1/2024 15:10,01/05/2024 16:12,9/1/2024 16:23,16,Air Traffic Control,False,False,Boeing 777,N68343,918
4944,United,5960,DFW,BOS,01/05/2024 06:03,9/1/2024 6:18,01/05/2024 07:37,9/1/2024 9:11,8,Air Traffic Control,True,True,Boeing 737,N44043,237
4945,Delta,9526,DFW,MIA,01/05/2024 10:49,9/1/2024 10:56,01/05/2024 11:51,9/1/2024 16:15,26,Air Traffic Control,True,True,Boeing 777,N89336,2145
4946,American Airlines,7169,ATL,SFO,01/05/2024 16:05,9/1/2024 16:15,01/05/2024 18:47,9/1/2024 21:11,6,Weather,True,True,Airbus A320,N25871,1594
4947,Delta,3551,ATL,MIA,01/05/2024 12:56,9/1/2024 13:04,01/05/2024 14:36,9/1/2024 13:59,3,Maintenance,False,False,Boeing 777,N61687,2692
4948,United,8233,LAX,BOS,01/05/2024 10:05,9/1/2024 10:30,01/05/2024 16:00,9/1/2024 12:34,29,Air Traffic Control,True,True,Boeing 777,N73212,2244
4949,Southwest,806,DFW,JFK,01/05/2024 13:20,9/1/2024 13:33,01/05/2024 18:27,9/1/2024 16:25,5,Maintenance,False,True,Boeing 777,N31779,2442
4950,American Airlines,7501,ORD,JFK,01/05/2024 00:21,9/1/2024 0:45,01/05/2024 01:40,9/1/2024 1:31,10,Weather,False,True,Airbus A320,N98711,882
4951,United,6130,ORD,MIA,01/05/2024 15:13,9/1/2024 15:15,01/05/2024 20:06,9/1/2024 18:43,30,Air Traffic Control,True,True,Boeing 737,N68139,1399
4952,United,2996,LAX,SFO,01/05/2024 04:21,9/1/2024 4:21,01/05/2024 10:35,9/1/2024 8:27,6,Air Traffic Control,False,False,Boeing 737,N86668,1163
4953,United,8634,LAX,SEA,01/05/2024 18:04,9/1/2024 18:26,01/05/2024 23:13,9/1/2024 23:56,-8,,True,True,Boeing 777,N46885,2718
4954,American Airlines,6560,LAX,SEA,01/05/2024 01:36,9/1/2024 1:37,01/05/2024 07:04,9/1/2024 8:04,28,Weather,False,True,Boeing 777,N18943,407
4955,American Airlines,9523,ORD,BOS,01/05/2024 17:57,9/1/2024 18:04,01/05/2024 20:16,9/1/2024 22:13,16,Air Traffic Control,True,True,Boeing 777,N69197,2907
4956,Southwest,8042,ORD,JFK,01/05/2024 04:04,9/1/2024 4:22,01/05/2024 05:14,9/1/2024 6:34,30,Weather,True,True,Airbus A320,N70276,564
4957,Delta,7009,JFK,SEA,01/05/2024 08:29,9/1/2024 8:30,01/05/2024 12:50,9/1/2024 13:24,-5,,False,True,Boeing 737,N76122,2990
4958,Southwest,4696,JFK,SFO,01/05/2024 17:00,9/1/2024 17:29,01/05/2024 21:51,9/1/2024 18:00,0,,False,False,Boeing 777,N44045,431
4959,Delta,9927,ORD,BOS,01/05/2024 21:38,9/1/2024 21:41,01/06/2024 03:16,9/2/2024 3:52,14,Air Traffic Control,False,True,Boeing 777,N97640,1158
4960,Southwest,4247,ATL,MIA,01/05/2024 09:14,9/1/2024 9:43,01/05/2024 10:42,9/1/2024 12:39,25,Air Traffic Control,False,True,Boeing 777,N50593,749
4961,Southwest,7154,LAX,SEA,01/05/2024 08:41,9/1/2024 9:01,01/05/2024 13:49,9/1/2024 13:43,2,Maintenance,False,True,Airbus A320,N62331,245
4962,Southwest,7354,DFW,JFK,01/05/2024 13:15,9/1/2024 13:37,01/05/2024 14:40,9/1/2024 18:21,6,Maintenance,True,True,Boeing 777,N48581,1205
4963,Delta,3689,ORD,SEA,01/05/2024 06:08,9/1/2024 6:18,01/05/2024 09:35,9/1/2024 7:13,5,Weather,True,False,Airbus A320,N86471,2988
4964,Southwest,5079,ATL,BOS,01/05/2024 08:42,9/1/2024 9:09,01/05/2024 12:51,9/1/2024 12:33,-9,,False,True,Boeing 777,N47495,320
4965,Delta,252,LAX,SFO,01/05/2024 18:45,9/1/2024 19:01,01/05/2024 20:21,9/1/2024 21:59,14,Air Traffic Control,False,False,Airbus A320,N42245,1969
4966,Delta,4297,JFK,JFK,01/05/2024 18:31,9/1/2024 18:47,01/05/2024 23:26,9/1/2024 21:59,28,Air Traffic Control,False,True,Airbus A320,N72684,1959
4967,Delta,1663,ORD,MIA,01/05/2024 03:15,9/1/2024 3:37,01/05/2024 10:10,9/1/2024 9:42,27,Weather,False,False,Boeing 777,N45760,2390
4968,American Airlines,7710,JFK,MIA,01/05/2024 19:33,9/1/2024 19:55,01/06/2024 00:35,9/2/2024 1:50,17,Air Traffic Control,True,False,Boeing 777,N12112,451
4969,American Airlines,8758,ORD,BOS,01/05/2024 05:23,9/1/2024 5:42,01/05/2024 08:10,9/1/2024 8:28,5,Air Traffic Control,True,True,Boeing 777,N53149,2508
4970,United,558,DFW,JFK,01/05/2024 11:23,9/1/2024 11:48,01/05/2024 16:36,9/1/2024 14:50,27,Maintenance,False,False,Airbus A320,N10763,2993
4971,Delta,5188,JFK,MIA,01/05/2024 11:44,9/1/2024 12:11,01/05/2024 15:03,9/1/2024 12:37,-7,,False,False,Airbus A320,N75545,1491
4972,Delta,2524,ORD,SFO,01/05/2024 10:01,9/1/2024 10:29,01/05/2024 15:37,9/1/2024 15:18,17,Air Traffic Control,True,False,Airbus A320,N34311,804
4973,Delta,7463,DFW,JFK,01/05/2024 11:12,9/1/2024 11:14,01/05/2024 13:29,9/1/2024 15:16,4,Air Traffic Control,False,False,Airbus A320,N41051,1099
4974,Delta,5510,LAX,JFK,01/05/2024 10:23,9/1/2024 10:37,01/05/2024 15:56,9/1/2024 12:18,-5,,False,False,Airbus A320,N36853,2912
4975,Delta,6410,ATL,SFO,01/05/2024 16:40,9/1/2024 16:40,01/05/2024 20:54,9/1/2024 22:39,-1,,False,False,Boeing 777,N62065,2365
4976,United,5077,ORD,SFO,01/05/2024 03:20,9/1/2024 3:33,01/05/2024 07:04,9/1/2024 5:24,4,Weather,True,True,Boeing 737,N84408,1715
4977,United,4890,JFK,MIA,01/05/2024 09:40,9/1/2024 10:07,01/05/2024 16:05,9/1/2024 12:44,4,Air Traffic Control,True,False,Boeing 777,N44850,559
4978,Delta,7469,ATL,SEA,01/05/2024 03:59,9/1/2024 4:06,01/05/2024 06:40,9/1/2024 10:12,13,Weather,False,True,Boeing 737,N62078,1446
4979,Southwest,7661,JFK,SFO,01/05/2024 12:04,9/1/2024 12:15,01/05/2024 15:48,9/1/2024 18:27,23,Weather,True,False,Boeing 737,N65501,1478
4980,Southwest,8756,DFW,JFK,01/05/2024 04:13,9/1/2024 4:38,01/05/2024 10:18,9/1/2024 8:15,2,Air Traffic Control,False,True,Boeing 737,N43883,2186
4981,United,5173,DFW,SEA,01/05/2024 16:30,9/1/2024 16:30,01/05/2024 18:41,9/1/2024 21:00,30,Maintenance,False,True,Airbus A320,N86311,401
4982,American Airlines,8285,DFW,JFK,01/05/2024 14:17,9/1/2024 14:18,01/05/2024 15:24,9/1/2024 19:31,14,Maintenance,True,False,Airbus A320,N94983,247
4983,American Airlines,6297,JFK,MIA,01/05/2024 14:08,9/1/2024 14:31,01/05/2024 16:12,9/1/2024 17:23,15,Weather,False,False,Airbus A320,N94575,1846
4984,United,7450,LAX,SFO,01/05/2024 10:01,9/1/2024 10:19,01/05/2024 11:50,9/1/2024 15:30,29,Air Traffic Control,True,False,Airbus A320,N88824,2303
4985,United,7336,LAX,SEA,01/05/2024 20:29,9/1/2024 20:57,01/06/2024 02:45,9/2/2024 2:44,15,Weather,True,True,Airbus A320,N73833,2838
4986,American Airlines,6828,ORD,MIA,01/05/2024 08:34,9/1/2024 8:37,01/05/2024 14:01,9/1/2024 11:52,18,Maintenance,False,True,Boeing 737,N69067,1092
4987,Delta,7433,LAX,SFO,01/05/2024 03:47,9/1/2024 4:01,01/05/2024 08:32,9/1/2024 8:09,22,Air Traffic Control,False,False,Boeing 737,N48678,1686
4988,Delta,6436,JFK,JFK,01/05/2024 07:00,9/1/2024 7:19,01/05/2024 09:48,9/1/2024 10:23,23,Air Traffic Control,True,True,Airbus A320,N23327,1752
4989,Delta,9561,ORD,MIA,01/05/2024 11:48,9/1/2024 11:53,01/05/2024 13:54,9/1/2024 14:41,-7,,False,False,Airbus A320,N61562,1542
4990,American Airlines,8228,JFK,MIA,01/05/2024 18:51,9/1/2024 19:04,01/05/2024 20:34,9/2/2024 1:21,30,Maintenance,True,True,Boeing 737,N17575,226
4991,Delta,4181,LAX,BOS,01/05/2024 07:51,9/1/2024 8:01,01/05/2024 14:37,9/1/2024 13:13,22,Air Traffic Control,False,False,Boeing 737,N24029,152
4992,American Airlines,6014,ORD,MIA,01/05/2024 13:58,9/1/2024 14:25,01/05/2024 20:27,9/1/2024 20:24,26,Weather,False,False,Airbus A320,N14173,821
4993,United,911,LAX,SEA,01/05/2024 07:50,9/1/2024 8:14,01/05/2024 10:45,9/1/2024 9:11,21,Maintenance,False,True,Boeing 737,N87285,1088
4994,Southwest,6864,ORD,SEA,01/05/2024 07:25,9/1/2024 7:30,01/05/2024 11:23,9/1/2024 8:17,-8,,False,False,Boeing 737,N16341,2596
4995,Southwest,1160,LAX,MIA,01/05/2024 02:36,9/1/2024 3:01,01/05/2024 06:11,9/1/2024 8:30,-6,,False,False,Boeing 777,N96721,1860
4996,American Airlines,4627,LAX,SFO,01/05/2024 19:55,9/1/2024 20:13,01/05/2024 21:51,9/2/2024 0:48,-7,,False,False,Airbus A320,N23513,2762
4997,Southwest,1203,JFK,SEA,01/05/2024 06:22,9/1/2024 6:51,01/05/2024 12:37,9/1/2024 9:46,24,Maintenance,True,False,Airbus A320,N73426,1426
4998,American Airlines,1235,JFK,SFO,01/05/2024 06:12,9/1/2024 6:33,01/05/2024 11:40,9/1/2024 9:02,-10,,False,True,Boeing 777,N12842,914
4999,Southwest,2501,DFW,SEA,01/05/2024 04:35,9/1/2024 4:51,01/05/2024 07:21,9/1/2024 7:54,19,Weather,True,True,Airbus A320,N52749,2885
5000,Delta,7507,ORD,JFK,01/05/2024 20:34,9/1/2024 20:59,01/05/2024 23:38,9/1/2024 23:49,15,Maintenance,True,False,Boeing 777,N24723,696
5001,Delta,4202,DFW,MIA,02/06/2024 22:09,9/1/2024 22:38,02/07/2024 03:49,9/2/2024 0:59,-10,,False,True,Boeing 777,N69895,2186
5002,Southwest,1896,ATL,BOS,02/06/2024 22:49,9/1/2024 23:01,02/07/2024 01:19,9/2/2024 1:00,11,Air Traffic Control,False,True,Boeing 777,N85062,2199
5003,United,5961,ORD,SFO,02/06/2024 00:13,9/1/2024 0:21,02/06/2024 06:37,9/1/2024 2:16,3,Air Traffic Control,True,True,Boeing 777,N83285,1509
5004,Southwest,4739,DFW,MIA,02/06/2024 13:12,9/1/2024 13:26,02/06/2024 19:24,9/1/2024 16:17,5,Maintenance,False,False,Airbus A320,N19506,2043
5005,Delta,9282,DFW,MIA,02/06/2024 04:23,9/1/2024 4:30,02/06/2024 07:56,9/1/2024 7:19,-4,,True,True,Boeing 777,N36756,2332
5006,Delta,3295,ORD,MIA,02/06/2024 00:18,9/1/2024 0:20,02/06/2024 05:45,9/1/2024 6:31,13,Weather,True,False,Boeing 737,N31476,388
5007,United,7327,ORD,BOS,02/06/2024 20:41,9/1/2024 20:56,02/07/2024 00:57,9/1/2024 21:31,-10,,True,True,Boeing 737,N96152,1751
5008,American Airlines,2240,JFK,SFO,02/06/2024 05:46,9/1/2024 5:54,02/06/2024 12:06,9/1/2024 7:57,11,Weather,False,True,Boeing 737,N57685,1304
5009,Delta,2773,JFK,JFK,02/06/2024 19:23,9/1/2024 19:40,02/06/2024 23:55,9/1/2024 23:41,18,Maintenance,True,False,Airbus A320,N61215,1224
5010,Southwest,3662,JFK,JFK,02/06/2024 03:44,9/1/2024 3:45,02/06/2024 08:29,9/1/2024 7:53,9,Maintenance,False,True,Boeing 777,N28085,920
5011,Delta,3165,LAX,SFO,02/06/2024 22:09,9/1/2024 22:10,02/07/2024 03:31,9/2/2024 4:09,0,,True,False,Boeing 737,N51334,1021
5012,Southwest,8541,JFK,SFO,02/06/2024 08:45,9/1/2024 9:04,02/06/2024 11:06,9/1/2024 15:01,16,Weather,True,True,Airbus A320,N36113,2103
5013,American Airlines,2294,LAX,JFK,02/06/2024 03:23,9/1/2024 3:42,02/06/2024 07:55,9/1/2024 4:22,-1,,True,False,Airbus A320,N36233,402
5014,American Airlines,1598,LAX,MIA,02/06/2024 14:50,9/1/2024 15:07,02/06/2024 21:42,9/1/2024 15:43,-7,,True,False,Boeing 777,N13568,2626
5015,United,6143,LAX,JFK,02/06/2024 23:29,9/1/2024 23:36,02/07/2024 05:04,9/2/2024 1:49,20,Maintenance,False,True,Boeing 777,N61300,1725
5016,Southwest,81,LAX,BOS,02/06/2024 05:39,9/1/2024 5:52,02/06/2024 11:53,9/1/2024 10:45,6,Air Traffic Control,False,False,Boeing 777,N29900,2997
5017,Delta,6348,JFK,BOS,02/06/2024 12:45,9/1/2024 13:03,02/06/2024 17:44,9/1/2024 18:38,-7,,False,True,Boeing 737,N28567,981
5018,Delta,6547,ORD,SFO,02/06/2024 10:35,9/1/2024 11:01,02/06/2024 12:27,9/1/2024 14:26,-9,,False,False,Boeing 777,N57964,643
5019,American Airlines,8489,DFW,SFO,02/06/2024 14:21,9/1/2024 14:49,02/06/2024 16:40,9/1/2024 19:39,18,Weather,False,True,Airbus A320,N70772,2227
5020,Delta,370,LAX,SFO,02/06/2024 22:23,9/1/2024 22:47,02/07/2024 04:20,9/2/2024 0:50,27,Weather,True,False,Boeing 777,N65260,657
5021,United,7723,DFW,MIA,02/06/2024 13:40,9/1/2024 14:07,02/06/2024 14:59,9/1/2024 15:30,-10,,False,True,Boeing 737,N28453,2426
5022,Delta,1659,LAX,BOS,02/06/2024 12:31,9/1/2024 12:50,02/06/2024 14:30,9/1/2024 16:28,-3,,False,False,Airbus A320,N18389,1212
5023,Southwest,3394,DFW,JFK,02/06/2024 14:47,9/1/2024 15:15,02/06/2024 20:10,9/1/2024 16:04,17,Maintenance,False,True,Boeing 737,N73872,1188
5024,Delta,6604,DFW,SFO,02/06/2024 08:22,9/1/2024 8:26,02/06/2024 10:42,9/1/2024 9:33,11,Air Traffic Control,True,False,Boeing 737,N81234,1226
5025,Southwest,9754,ORD,MIA,02/06/2024 18:50,9/1/2024 19:17,02/06/2024 23:02,9/2/2024 0:02,12,Maintenance,False,False,Boeing 777,N43464,2395
5026,Southwest,2596,DFW,MIA,02/06/2024 08:00,9/1/2024 8:14,02/06/2024 10:21,9/1/2024 11:55,-5,,False,False,Boeing 737,N60695,2819
5027,American Airlines,7795,ATL,SFO,02/06/2024 17:59,9/1/2024 18:18,02/06/2024 22:20,9/1/2024 22:16,17,Air Traffic Control,False,True,Airbus A320,N21374,685
5028,Delta,2910,JFK,SFO,02/06/2024 15:34,9/1/2024 15:35,02/06/2024 21:27,9/1/2024 21:46,12,Air Traffic Control,False,False,Airbus A320,N98134,1476
5029,United,2607,LAX,SEA,02/06/2024 22:57,9/1/2024 23:19,02/07/2024 02:15,9/2/2024 3:03,6,Weather,True,False,Airbus A320,N88884,669
5030,Southwest,8442,ATL,SFO,02/06/2024 03:44,9/1/2024 3:54,02/06/2024 06:39,9/1/2024 8:00,16,Weather,False,True,Boeing 777,N16079,2476
5031,Southwest,5365,ATL,SEA,02/06/2024 02:16,9/1/2024 2:22,02/06/2024 06:02,9/1/2024 3:16,0,,False,False,Boeing 737,N13008,1626
5032,United,4946,LAX,BOS,02/06/2024 14:28,9/1/2024 14:34,02/06/2024 19:05,9/1/2024 15:22,-6,,True,True,Boeing 777,N36864,2718
5033,American Airlines,4808,LAX,MIA,02/06/2024 21:29,9/1/2024 21:31,02/07/2024 04:10,9/2/2024 2:29,0,,False,False,Airbus A320,N27801,668
5034,Delta,480,LAX,BOS,02/06/2024 20:20,9/1/2024 20:42,02/07/2024 01:22,9/1/2024 21:44,24,Air Traffic Control,False,False,Boeing 737,N81035,2431
5035,Delta,3910,LAX,JFK,02/06/2024 13:43,9/1/2024 13:47,02/06/2024 14:53,9/1/2024 17:04,21,Maintenance,False,True,Boeing 777,N13112,1166
5036,Southwest,8693,JFK,MIA,02/06/2024 14:42,9/1/2024 14:59,02/06/2024 18:17,9/1/2024 16:42,0,,False,True,Boeing 737,N57146,2528
5037,Delta,932,LAX,JFK,02/06/2024 14:48,9/1/2024 15:09,02/06/2024 19:05,9/1/2024 17:56,8,Weather,True,False,Airbus A320,N99595,785
5038,Southwest,4150,ORD,SFO,02/06/2024 18:04,9/1/2024 18:14,02/06/2024 23:36,9/2/2024 0:18,14,Maintenance,True,False,Boeing 777,N32481,159
5039,Delta,8153,ORD,SFO,02/06/2024 20:02,9/1/2024 20:15,02/06/2024 23:50,9/2/2024 2:08,6,Weather,False,False,Boeing 777,N70565,1487
5040,American Airlines,4486,ATL,BOS,02/06/2024 01:26,9/1/2024 1:54,02/06/2024 03:33,9/1/2024 2:36,10,Air Traffic Control,False,False,Boeing 737,N36877,2434
5041,Southwest,6523,ORD,BOS,02/06/2024 21:52,9/1/2024 22:04,02/07/2024 01:00,9/1/2024 23:46,-6,,False,False,Boeing 777,N83455,1053
5042,United,6788,LAX,MIA,02/06/2024 02:31,9/1/2024 2:40,02/06/2024 07:03,9/1/2024 6:32,1,Weather,False,True,Boeing 777,N69549,2690
5043,United,4191,DFW,BOS,02/06/2024 23:32,9/1/2024 23:51,02/07/2024 01:07,9/2/2024 2:48,16,Maintenance,False,False,Boeing 777,N90584,1247
5044,American Airlines,1745,ORD,SEA,02/06/2024 15:11,9/1/2024 15:20,02/06/2024 16:41,9/1/2024 18:34,23,Weather,False,False,Boeing 777,N75649,1677
5045,Delta,469,ORD,SEA,02/06/2024 03:15,9/1/2024 3:36,02/06/2024 04:53,9/1/2024 4:45,30,Weather,False,True,Boeing 777,N91589,2744
5046,Delta,2435,LAX,MIA,02/06/2024 09:06,9/1/2024 9:28,02/06/2024 11:28,9/1/2024 10:01,-5,,False,False,Airbus A320,N48243,2580
5047,United,7160,ATL,MIA,02/06/2024 12:18,9/1/2024 12:23,02/06/2024 14:12,9/1/2024 13:18,0,,True,False,Airbus A320,N28551,377
5048,Southwest,8405,ORD,BOS,02/06/2024 09:53,9/1/2024 10:11,02/06/2024 12:39,9/1/2024 11:09,16,Weather,False,False,Boeing 777,N10848,568
5049,American Airlines,9277,JFK,SFO,02/06/2024 09:07,9/1/2024 9:10,02/06/2024 14:18,9/1/2024 12:57,-10,,False,False,Boeing 737,N14470,1072
5050,Southwest,4337,DFW,BOS,02/06/2024 21:39,9/1/2024 21:54,02/07/2024 01:54,9/2/2024 3:51,12,Weather,False,False,Boeing 737,N24596,1811
5051,Southwest,7270,LAX,JFK,02/06/2024 13:46,9/1/2024 14:13,02/06/2024 17:50,9/1/2024 19:47,1,Weather,True,False,Boeing 737,N59945,1977
5052,Delta,2244,JFK,MIA,02/06/2024 04:52,9/1/2024 5:16,02/06/2024 08:28,9/1/2024 7:53,1,Maintenance,True,True,Airbus A320,N93939,989
5053,United,5867,LAX,JFK,02/06/2024 03:42,9/1/2024 4:09,02/06/2024 07:43,9/1/2024 9:46,4,Weather,False,False,Airbus A320,N66938,805
5054,American Airlines,676,JFK,JFK,02/06/2024 19:12,9/1/2024 19:37,02/06/2024 20:53,9/1/2024 23:37,25,Weather,False,True,Boeing 777,N22141,1715
5055,American Airlines,6773,ATL,JFK,02/06/2024 02:37,9/1/2024 2:56,02/06/2024 07:54,9/1/2024 5:57,20,Weather,False,True,Airbus A320,N12736,645
5056,Southwest,8342,JFK,MIA,02/06/2024 05:19,9/1/2024 5:25,02/06/2024 11:13,9/1/2024 11:28,9,Maintenance,True,False,Boeing 777,N97102,720
5057,American Airlines,8778,DFW,SFO,02/06/2024 06:23,9/1/2024 6:30,02/06/2024 11:22,9/1/2024 10:30,7,Air Traffic Control,False,False,Boeing 737,N11315,2280
5058,Delta,4376,DFW,JFK,02/06/2024 12:37,9/1/2024 13:05,02/06/2024 17:33,9/1/2024 17:28,-9,,True,True,Boeing 777,N66298,680
5059,United,1189,DFW,BOS,02/06/2024 20:03,9/1/2024 20:10,02/07/2024 01:49,9/2/2024 2:28,25,Maintenance,False,True,Airbus A320,N59896,765
5060,American Airlines,1645,ATL,SFO,02/06/2024 03:22,9/1/2024 3:45,02/06/2024 07:43,9/1/2024 4:16,-6,,True,True,Boeing 737,N24518,765
5061,United,4051,LAX,MIA,02/06/2024 08:28,9/1/2024 8:54,02/06/2024 12:45,9/1/2024 9:45,17,Air Traffic Control,False,False,Boeing 777,N85717,2103
5062,American Airlines,2659,DFW,JFK,02/06/2024 21:25,9/1/2024 21:29,02/06/2024 22:37,9/1/2024 22:41,16,Weather,False,False,Airbus A320,N71594,2735
5063,United,6231,LAX,BOS,02/06/2024 08:33,9/1/2024 8:43,02/06/2024 11:34,9/1/2024 12:49,16,Weather,False,False,Airbus A320,N87746,1833
5064,United,5863,JFK,SFO,02/06/2024 18:26,9/1/2024 18:46,02/06/2024 22:41,9/1/2024 22:19,-7,,False,False,Boeing 737,N78518,2462
5065,United,7053,JFK,BOS,02/06/2024 06:18,9/1/2024 6:21,02/06/2024 08:59,9/1/2024 7:23,5,Air Traffic Control,True,False,Boeing 777,N51962,819
5066,Southwest,211,JFK,SEA,02/06/2024 23:45,9/1/2024 23:56,02/07/2024 00:45,9/2/2024 4:05,20,Air Traffic Control,False,False,Airbus A320,N48395,2129
5067,American Airlines,180,LAX,SFO,02/06/2024 13:11,9/1/2024 13:14,02/06/2024 19:06,9/1/2024 14:26,15,Maintenance,False,False,Boeing 737,N81852,948
5068,American Airlines,6620,ORD,SEA,02/06/2024 13:30,9/1/2024 14:00,02/06/2024 20:04,9/1/2024 20:00,30,Air Traffic Control,True,True,Boeing 777,N85624,2374
5069,Southwest,5871,ORD,MIA,02/06/2024 00:52,9/1/2024 1:22,02/06/2024 02:46,9/1/2024 7:10,18,Weather,False,False,Boeing 777,N30284,1779
5070,American Airlines,1010,JFK,BOS,02/06/2024 00:32,9/1/2024 0:49,02/06/2024 02:57,9/1/2024 5:48,16,Air Traffic Control,False,False,Boeing 777,N33252,426
5071,Southwest,3231,DFW,SFO,02/06/2024 11:21,9/1/2024 11:30,02/06/2024 15:34,9/1/2024 15:31,10,Air Traffic Control,False,False,Airbus A320,N25997,1501
5072,United,6740,LAX,BOS,02/06/2024 13:06,9/1/2024 13:14,02/06/2024 18:10,9/1/2024 19:00,-6,,False,True,Boeing 737,N80383,1822
5073,United,2787,ATL,MIA,02/06/2024 18:05,9/1/2024 18:16,02/06/2024 19:59,9/1/2024 19:15,10,Maintenance,False,True,Boeing 777,N58700,761
5074,United,3953,JFK,BOS,02/06/2024 17:00,9/1/2024 17:15,02/06/2024 23:43,9/1/2024 20:24,24,Weather,True,False,Boeing 737,N46851,1812
5075,Delta,1311,ATL,JFK,02/06/2024 13:06,9/1/2024 13:13,02/06/2024 14:43,9/1/2024 16:17,11,Air Traffic Control,False,False,Airbus A320,N73423,2878
5076,Southwest,1652,ORD,SEA,02/06/2024 16:12,9/1/2024 16:24,02/06/2024 17:16,9/1/2024 20:20,8,Weather,False,False,Boeing 737,N97490,2717
5077,Delta,7865,JFK,SFO,02/06/2024 16:33,9/1/2024 16:39,02/06/2024 21:00,9/1/2024 21:33,0,,True,True,Airbus A320,N59953,444
5078,American Airlines,8741,ATL,BOS,02/06/2024 18:28,9/1/2024 18:41,02/06/2024 23:04,9/2/2024 0:23,-5,,False,False,Boeing 777,N48851,2792
5079,Southwest,6491,LAX,SEA,02/06/2024 06:44,9/1/2024 6:50,02/06/2024 13:20,9/1/2024 10:41,-3,,True,False,Airbus A320,N51067,1727
5080,Delta,7625,JFK,SFO,02/06/2024 15:11,9/1/2024 15:31,02/06/2024 20:51,9/1/2024 19:08,-3,,False,True,Boeing 737,N65423,878
5081,Southwest,971,DFW,JFK,02/06/2024 10:47,9/1/2024 11:13,02/06/2024 16:39,9/1/2024 14:59,12,Air Traffic Control,False,True,Boeing 777,N68947,2771
5082,Delta,6199,DFW,SFO,02/06/2024 13:47,9/1/2024 13:49,02/06/2024 14:56,9/1/2024 18:12,25,Air Traffic Control,True,False,Airbus A320,N68627,1133
